时间/h,药材半径/cm
22.06666667,1.20600000
22.08333333,1.20600000
22.10000000,1.20600000
22.11666667,1.20600000
22.13333333,1.20600000
22.15000000,1.20600000
22.16666667,1.20600000
22.18333333,1.20600000
22.20000000,1.20600000
22.21666667,1.20600000
22.23333333,1.20600000
22.25000000,1.20600000
22.26666667,1.20600000
22.28333333,1.20600000
22.30000000,1.20600000
22.31666667,1.20600000
22.33333333,1.20600000
22.35000000,1.20600000
22.36666667,1.20600000
22.38333333,1.20600000
22.40000000,1.20600000
22.41666667,1.20600000
22.43333333,1.20600000
22.45000000,1.20600000
22.46666667,1.20600000
22.48333333,1.20600000
22.50000000,1.20600000
22.51666667,1.20599674
22.53333333,1.20598726
22.55000000,1.20597200
22.56666667,1.20595141
22.58333333,1.20592593
22.60000000,1.20589600
22.61666667,1.20586207
22.63333333,1.20582459
22.65000000,1.20578400
22.66666667,1.20574074
22.68333333,1.20569526
22.70000000,1.20564800
22.71666667,1.20559941
22.73333333,1.20554993
22.75000000,1.20550000
22.76666667,1.20545007
22.78333333,1.20540059
22.80000000,1.20535200
22.81666667,1.20530474
22.83333333,1.20525926
22.85000000,1.20521600
22.86666667,1.20517541
22.88333333,1.20513793
22.90000000,1.20510400
22.91666667,1.20507407
22.93333333,1.20504859
22.95000000,1.20502800
22.96666667,1.20501274
22.98333333,1.20500326
23.00000000,1.20500000
23.01666667,1.20500000
23.03333333,1.20500000
23.05000000,1.20500000
23.06666667,1.20500000
23.08333333,1.20500000
23.10000000,1.20500000
23.11666667,1.20500000
23.13333333,1.20500000
23.15000000,1.20500000
23.16666667,1.20500000
23.18333333,1.20500000
23.20000000,1.20500000
23.21666667,1.20500000
23.23333333,1.20500000
23.25000000,1.20500000
23.26666667,1.20500000
23.28333333,1.20500000
23.30000000,1.20500000
23.31666667,1.20500000
23.33333333,1.20500000
23.35000000,1.20500000
23.36666667,1.20500000
23.38333333,1.20500000
23.40000000,1.20500000
23.41666667,1.20500000
23.43333333,1.20500000
23.45000000,1.20500000
23.46666667,1.20500000
23.48333333,1.20500000
23.50000000,1.20500000
23.51666667,1.20499674
23.53333333,1.20498726
23.55000000,1.20497200
23.56666667,1.20495141
23.58333333,1.20492593
23.60000000,1.20489600
23.61666667,1.20486207
23.63333333,1.20482459
23.65000000,1.20478400
23.66666667,1.20474074
23.68333333,1.20469526
23.70000000,1.20464800
23.71666667,1.20459941
23.73333333,1.20454993
23.75000000,1.20450000
23.76666667,1.20445007
23.78333333,1.20440059
23.80000000,1.20435200
23.81666667,1.20430474
23.83333333,1.20425926
23.85000000,1.20421600
23.86666667,1.20417541
23.88333333,1.20413793
23.90000000,1.20410400
23.91666667,1.20407407
23.93333333,1.20404859
23.95000000,1.20402800
23.96666667,1.20401274
23.98333333,1.20400326
24.00000000,1.20400000
24.01666667,1.20400000
24.03333333,1.20400000
24.05000000,1.20400000
24.06666667,1.20400000
24.08333333,1.20400000
24.10000000,1.20400000
24.11666667,1.20400000
24.13333333,1.20400000
24.15000000,1.20400000
24.16666667,1.20400000
24.18333333,1.20400000
24.20000000,1.20400000
24.21666667,1.20400000
24.23333333,1.20400000
24.25000000,1.20400000
24.26666667,1.20400000
24.28333333,1.20400000
24.30000000,1.20400000
24.31666667,1.20400000
24.33333333,1.20400000
24.35000000,1.20400000
24.36666667,1.20400000
24.38333333,1.20400000
24.40000000,1.20400000
24.41666667,1.20400000
24.43333333,1.20400000
24.45000000,1.20400000
24.46666667,1.20400000
24.48333333,1.20400000
24.50000000,1.20400000
24.51666667,1.20399674
24.53333333,1.20398726
24.55000000,1.20397200
24.56666667,1.20395141
24.58333333,1.20392593
24.60000000,1.20389600
24.61666667,1.20386207
24.63333333,1.20382459
24.65000000,1.20378400
24.66666667,1.20374074
24.68333333,1.20369526
24.70000000,1.20364800
24.71666667,1.20359941
24.73333333,1.20354993
24.75000000,1.20350000
24.76666667,1.20345007
24.78333333,1.20340059
24.80000000,1.20335200
24.81666667,1.20330474
24.83333333,1.20325926
24.85000000,1.20321600
24.86666667,1.20317541
24.88333333,1.20313793
24.90000000,1.20310400
24.91666667,1.20307407
24.93333333,1.20304859
24.95000000,1.20302800
24.96666667,1.20301274
24.98333333,1.20300326
25.00000000,1.20300000
25.01666667,1.20300000
25.03333333,1.20300000
25.05000000,1.20300000
25.06666667,1.20300000
25.08333333,1.20300000
25.10000000,1.20300000
25.11666667,1.20300000
25.13333333,1.20300000
25.15000000,1.20300000
25.16666667,1.20300000
25.18333333,1.20300000
25.20000000,1.20300000
25.21666667,1.20300000
25.23333333,1.20300000
25.25000000,1.20300000
25.26666667,1.20300000
25.28333333,1.20300000
25.30000000,1.20300000
25.31666667,1.20300000
25.33333333,1.20300000
25.35000000,1.20300000
25.36666667,1.20300000
25.38333333,1.20300000
25.40000000,1.20300000
25.41666667,1.20300000
25.43333333,1.20300000
25.45000000,1.20300000
25.46666667,1.20300000
25.48333333,1.20300000
25.50000000,1.20300000
25.51666667,1.20300000
25.53333333,1.20300000
25.55000000,1.20300000
25.56666667,1.20300000
25.58333333,1.20300000
25.60000000,1.20300000
25.61666667,1.20300000
25.63333333,1.20300000
25.65000000,1.20300000
25.66666667,1.20300000
25.68333333,1.20300000
25.70000000,1.20300000
25.71666667,1.20300000
25.73333333,1.20300000
25.75000000,1.20300000
25.76666667,1.20300000
25.78333333,1.20300000
25.80000000,1.20300000
25.81666667,1.20300000
25.83333333,1.20300000
25.85000000,1.20300000
25.86666667,1.20300000
25.88333333,1.20300000
25.90000000,1.20300000
25.91666667,1.20300000
25.93333333,1.20300000
25.95000000,1.20300000
25.96666667,1.20300000
25.98333333,1.20300000
26.00000000,1.20300000
26.01666667,1.20300000
26.03333333,1.20300000
26.05000000,1.20300000
26.06666667,1.20300000
26.08333333,1.20300000
26.10000000,1.20300000
26.11666667,1.20300000
26.13333333,1.20300000
26.15000000,1.20300000
26.16666667,1.20300000
26.18333333,1.20300000
26.20000000,1.20300000
26.21666667,1.20300000
26.23333333,1.20300000
26.25000000,1.20300000
26.26666667,1.20300000
26.28333333,1.20300000
26.30000000,1.20300000
26.31666667,1.20300000
26.33333333,1.20300000
26.35000000,1.20300000
26.36666667,1.20300000
26.38333333,1.20300000
26.40000000,1.20300000
26.41666667,1.20300000
26.43333333,1.20300000
26.45000000,1.20300000
26.46666667,1.20300000
26.48333333,1.20300000
26.50000000,1.20300000
26.51666667,1.20299674
26.53333333,1.20298726
26.55000000,1.20297200
26.56666667,1.20295141
26.58333333,1.20292593
26.60000000,1.20289600
26.61666667,1.20286207
26.63333333,1.20282459
26.65000000,1.20278400
26.66666667,1.20274074
26.68333333,1.20269526
26.70000000,1.20264800
26.71666667,1.20259941
26.73333333,1.20254993
26.75000000,1.20250000
26.76666667,1.20245007
26.78333333,1.20240059
26.80000000,1.20235200
26.81666667,1.20230474
26.83333333,1.20225926
26.85000000,1.20221600
26.86666667,1.20217541
26.88333333,1.20213793
26.90000000,1.20210400
26.91666667,1.20207407
26.93333333,1.20204859
26.95000000,1.20202800
26.96666667,1.20201274
26.98333333,1.20200326
27.00000000,1.20200000
27.01666667,1.20200000
27.03333333,1.20200000
27.05000000,1.20200000
27.06666667,1.20200000
27.08333333,1.20200000
27.10000000,1.20200000
27.11666667,1.20200000
27.13333333,1.20200000
27.15000000,1.20200000
27.16666667,1.20200000
27.18333333,1.20200000
27.20000000,1.20200000
27.21666667,1.20200000
27.23333333,1.20200000
27.25000000,1.20200000
27.26666667,1.20200000
27.28333333,1.20200000
27.30000000,1.20200000
27.31666667,1.20200000
27.33333333,1.20200000
27.35000000,1.20200000
27.36666667,1.20200000
27.38333333,1.20200000
27.40000000,1.20200000
27.41666667,1.20200000
27.43333333,1.20200000
27.45000000,1.20200000
27.46666667,1.20200000
27.48333333,1.20200000
27.50000000,1.20200000
27.51666667,1.20200000
27.53333333,1.20200000
27.55000000,1.20200000
27.56666667,1.20200000
27.58333333,1.20200000
27.60000000,1.20200000
27.61666667,1.20200000
27.63333333,1.20200000
27.65000000,1.20200000
27.66666667,1.20200000
27.68333333,1.20200000
27.70000000,1.20200000
27.71666667,1.20200000
27.73333333,1.20200000
27.75000000,1.20200000
27.76666667,1.20200000
27.78333333,1.20200000
27.80000000,1.20200000
27.81666667,1.20200000
27.83333333,1.20200000
27.85000000,1.20200000
27.86666667,1.20200000
27.88333333,1.20200000
27.90000000,1.20200000
27.91666667,1.20200000
27.93333333,1.20200000
27.95000000,1.20200000
27.96666667,1.20200000
27.98333333,1.20200000
28.00000000,1.20200000
28.01666667,1.20200000
28.03333333,1.20200000
28.05000000,1.20200000
28.06666667,1.20200000
28.08333333,1.20200000
28.10000000,1.20200000
28.11666667,1.20200000
28.13333333,1.20200000
28.15000000,1.20200000
28.16666667,1.20200000
28.18333333,1.20200000
28.20000000,1.20200000
28.21666667,1.20200000
28.23333333,1.20200000
28.25000000,1.20200000
28.26666667,1.20200000
28.28333333,1.20200000
28.30000000,1.20200000
28.31666667,1.20200000
28.33333333,1.20200000
28.35000000,1.20200000
28.36666667,1.20200000
28.38333333,1.20200000
28.40000000,1.20200000
28.41666667,1.20200000
28.43333333,1.20200000
28.45000000,1.20200000
28.46666667,1.20200000
28.48333333,1.20200000
28.50000000,1.20200000
28.51666667,1.20200000
28.53333333,1.20200000
28.55000000,1.20200000
28.56666667,1.20200000
28.58333333,1.20200000
28.60000000,1.20200000
28.61666667,1.20200000
28.63333333,1.20200000
28.65000000,1.20200000
28.66666667,1.20200000
28.68333333,1.20200000
28.70000000,1.20200000
28.71666667,1.20200000
28.73333333,1.20200000
28.75000000,1.20200000
28.76666667,1.20200000
28.78333333,1.20200000
28.80000000,1.20200000
28.81666667,1.20200000
28.83333333,1.20200000
28.85000000,1.20200000
28.86666667,1.20200000
28.88333333,1.20200000
28.90000000,1.20200000
28.91666667,1.20200000
28.93333333,1.20200000
28.95000000,1.20200000
28.96666667,1.20200000
28.98333333,1.20200000
29.00000000,1.20200000
29.01666667,1.20199674
29.03333333,1.20198726
29.05000000,1.20197200
29.06666667,1.20195141
29.08333333,1.20192593
29.10000000,1.20189600
29.11666667,1.20186207
29.13333333,1.20182459
29.15000000,1.20178400
29.16666667,1.20174074
29.18333333,1.20169526
29.20000000,1.20164800
29.21666667,1.20159941
29.23333333,1.20154993
29.25000000,1.20150000
29.26666667,1.20145007
29.28333333,1.20140059
29.30000000,1.20135200
29.31666667,1.20130474
29.33333333,1.20125926
29.35000000,1.20121600
29.36666667,1.20117541
29.38333333,1.20113793
29.40000000,1.20110400
29.41666667,1.20107407
29.43333333,1.20104859
29.45000000,1.20102800
29.46666667,1.20101274
29.48333333,1.20100326
29.50000000,1.20100000
29.51666667,1.20100000
29.53333333,1.20100000
29.55000000,1.20100000
29.56666667,1.20100000
29.58333333,1.20100000
29.60000000,1.20100000
29.61666667,1.20100000
29.63333333,1.20100000
29.65000000,1.20100000
29.66666667,1.20100000
29.68333333,1.20100000
29.70000000,1.20100000
29.71666667,1.20100000
29.73333333,1.20100000
29.75000000,1.20100000
29.76666667,1.20100000
29.78333333,1.20100000
29.80000000,1.20100000
29.81666667,1.20100000
29.83333333,1.20100000
29.85000000,1.20100000
29.86666667,1.20100000
29.88333333,1.20100000
29.90000000,1.20100000
29.91666667,1.20100000
29.93333333,1.20100000
29.95000000,1.20100000
29.96666667,1.20100000
29.98333333,1.20100000
30.00000000,1.20100000
30.01666667,1.20100000
30.03333333,1.20100000
30.05000000,1.20100000
30.06666667,1.20100000
30.08333333,1.20100000
30.10000000,1.20100000
30.11666667,1.20100000
30.13333333,1.20100000
30.15000000,1.20100000
