时间/h,全域最大水分浓度/(kg/kg),中心水分浓度/(kg/kg),表面水分浓度/(kg/kg)
29.05000000,0.20984840,0.20984840,0.06057242
29.06666667,0.20977513,0.20977513,0.06055884
29.08333333,0.20970195,0.20970195,0.06054528
29.10000000,0.20962888,0.20962888,0.06053176
29.11666667,0.20955590,0.20955590,0.06051826
29.13333333,0.20948302,0.20948302,0.06050478
29.15000000,0.20941023,0.20941023,0.06049134
29.16666667,0.20933754,0.20933754,0.06047792
29.18333333,0.20926495,0.20926495,0.06046453
29.20000000,0.20919246,0.20919246,0.06045117
29.21666667,0.20912006,0.20912006,0.06043784
29.23333333,0.20904776,0.20904776,0.06042453
29.25000000,0.20897555,0.20897555,0.06041125
29.26666667,0.20890344,0.20890344,0.06039800
29.28333333,0.20883143,0.20883143,0.06038477
29.30000000,0.20875951,0.20875951,0.06037157
29.31666667,0.20868769,0.20868769,0.06035840
29.33333333,0.20861596,0.20861596,0.06034525
29.35000000,0.20854432,0.20854432,0.06033214
29.36666667,0.20847278,0.20847278,0.06031904
29.38333333,0.20840134,0.20840134,0.06030598
29.40000000,0.20832999,0.20832999,0.06029294
29.41666667,0.20825873,0.20825873,0.06027993
29.43333333,0.20818757,0.20818757,0.06026694
29.45000000,0.20811650,0.20811650,0.06025398
29.46666667,0.20804552,0.20804552,0.06024105
29.48333333,0.20797464,0.20797464,0.06022814
29.50000000,0.20790385,0.20790385,0.06021526
29.51666667,0.20783315,0.20783315,0.06020240
29.53333333,0.20776255,0.20776255,0.06018958
29.55000000,0.20769204,0.20769204,0.06017677
29.56666667,0.20762162,0.20762162,0.06016399
29.58333333,0.20755129,0.20755129,0.06015124
29.60000000,0.20748105,0.20748105,0.06013852
29.61666667,0.20741091,0.20741091,0.06012582
29.63333333,0.20734086,0.20734086,0.06011314
29.65000000,0.20727089,0.20727089,0.06010049
29.66666667,0.20720102,0.20720102,0.06008787
29.68333333,0.20713124,0.20713124,0.06007527
29.70000000,0.20706156,0.20706156,0.06006270
29.71666667,0.20699196,0.20699196,0.06005015
29.73333333,0.20692245,0.20692245,0.06003762
29.75000000,0.20685303,0.20685303,0.06002513
29.76666667,0.20678370,0.20678370,0.06001265
29.78333333,0.20671447,0.20671447,0.06000020
29.80000000,0.20664532,0.20664532,0.05998778
29.81666667,0.20657626,0.20657626,0.05997538
29.83333333,0.20650729,0.20650729,0.05996301
29.85000000,0.20643841,0.20643841,0.05995066
29.86666667,0.20636962,0.20636962,0.05993833
29.88333333,0.20630092,0.20630092,0.05992603
29.90000000,0.20623230,0.20623230,0.05991376
29.91666667,0.20616378,0.20616378,0.05990151
29.93333333,0.20609534,0.20609534,0.05988928
29.95000000,0.20602699,0.20602699,0.05987708
29.96666667,0.20595873,0.20595873,0.05986490
29.98333333,0.20589055,0.20589055,0.05985274
30.00000000,0.20582246,0.20582246,0.05984061
30.01666667,0.20575446,0.20575446,0.05982850
30.03333333,0.20568655,0.20568655,0.05981642
30.05000000,0.20561873,0.20561873,0.05980436
30.06666667,0.20555099,0.20555099,0.05979233
30.08333333,0.20548334,0.20548334,0.05978032
30.10000000,0.20541577,0.20541577,0.05976833
30.11666667,0.20534829,0.20534829,0.05975636
30.13333333,0.20528090,0.20528090,0.05974442
30.15000000,0.20521359,0.20521359,0.05973251
30.16666667,0.20514637,0.20514637,0.05972061
30.18333333,0.20507923,0.20507923,0.05970874
30.20000000,0.20501218,0.20501218,0.05969689
30.21666667,0.20494521,0.20494521,0.05968507
30.23333333,0.20487833,0.20487833,0.05967327
30.25000000,0.20481154,0.20481154,0.05966149
30.26666667,0.20474483,0.20474483,0.05964974
30.28333333,0.20467820,0.20467820,0.05963801
30.30000000,0.20461166,0.20461166,0.05962630
30.31666667,0.20454520,0.20454520,0.05961461
30.33333333,0.20447882,0.20447882,0.05960295
30.35000000,0.20441253,0.20441253,0.05959131
30.36666667,0.20434633,0.20434633,0.05957969
30.38333333,0.20428020,0.20428020,0.05956810
30.40000000,0.20421416,0.20421416,0.05955652
30.41666667,0.20414821,0.20414821,0.05954497
30.43333333,0.20408233,0.20408233,0.05953345
30.45000000,0.20401654,0.20401654,0.05952194
30.46666667,0.20395083,0.20395083,0.05951046
30.48333333,0.20388521,0.20388521,0.05949900
30.50000000,0.20381966,0.20381966,0.05948756
30.51666667,0.20375420,0.20375420,0.05947614
30.53333333,0.20368882,0.20368882,0.05946475
30.55000000,0.20362353,0.20362353,0.05945338
30.56666667,0.20355831,0.20355831,0.05944203
30.58333333,0.20349318,0.20349318,0.05943070
30.60000000,0.20342812,0.20342812,0.05941939
30.61666667,0.20336315,0.20336315,0.05940811
30.63333333,0.20329826,0.20329826,0.05939684
30.65000000,0.20323345,0.20323345,0.05938560
30.66666667,0.20316872,0.20316872,0.05937438
30.68333333,0.20310407,0.20310407,0.05936318
30.70000000,0.20303950,0.20303950,0.05935201
30.71666667,0.20297502,0.20297502,0.05934085
30.73333333,0.20291061,0.20291061,0.05932972
30.75000000,0.20284628,0.20284628,0.05931861
30.76666667,0.20278203,0.20278203,0.05930752
30.78333333,0.20271787,0.20271787,0.05929645
30.80000000,0.20265378,0.20265378,0.05928540
30.81666667,0.20258977,0.20258977,0.05927437
30.83333333,0.20252584,0.20252584,0.05926336
30.85000000,0.20246198,0.20246198,0.05925238
30.86666667,0.20239821,0.20239821,0.05924141
30.88333333,0.20233452,0.20233452,0.05923047
30.90000000,0.20227090,0.20227090,0.05921955
30.91666667,0.20220737,0.20220737,0.05920865
30.93333333,0.20214391,0.20214391,0.05919776
30.95000000,0.20208053,0.20208053,0.05918690
30.96666667,0.20201722,0.20201722,0.05917606
30.98333333,0.20195400,0.20195400,0.05916524
31.00000000,0.20189085,0.20189085,0.05915445
31.01666667,0.20182778,0.20182778,0.05914367
31.03333333,0.20176479,0.20176479,0.05913291
31.05000000,0.20170187,0.20170187,0.05912217
31.06666667,0.20163903,0.20163903,0.05911145
31.08333333,0.20157627,0.20157627,0.05910076
31.10000000,0.20151359,0.20151359,0.05909008
31.11666667,0.20145098,0.20145098,0.05907942
31.13333333,0.20138845,0.20138845,0.05906879
31.15000000,0.20132599,0.20132599,0.05905817
31.16666667,0.20126361,0.20126361,0.05904758
31.18333333,0.20120131,0.20120131,0.05903700
31.20000000,0.20113908,0.20113908,0.05902644
31.21666667,0.20107693,0.20107693,0.05901591
31.23333333,0.20101485,0.20101485,0.05900539
31.25000000,0.20095285,0.20095285,0.05899489
31.26666667,0.20089092,0.20089092,0.05898441
31.28333333,0.20082907,0.20082907,0.05897396
31.30000000,0.20076730,0.20076730,0.05896352
31.31666667,0.20070560,0.20070560,0.05895310
31.33333333,0.20064397,0.20064397,0.05894270
31.35000000,0.20058242,0.20058242,0.05893232
31.36666667,0.20052094,0.20052094,0.05892196
31.38333333,0.20045954,0.20045954,0.05891162
31.40000000,0.20039821,0.20039821,0.05890130
31.41666667,0.20033695,0.20033695,0.05889100
31.43333333,0.20027577,0.20027577,0.05888071
31.45000000,0.20021467,0.20021467,0.05887045
31.46666667,0.20015363,0.20015363,0.05886020
31.48333333,0.20009267,0.20009267,0.05884998
31.50000000,0.20003178,0.20003178,0.05883977
31.51666667,0.19997097,0.19997097,0.05882958
31.53333333,0.19991023,0.19991023,0.05881941
31.55000000,0.19984956,0.19984956,0.05880926
31.56666667,0.19978896,0.19978896,0.05879913
31.58333333,0.19972844,0.19972844,0.05878902
31.60000000,0.19966799,0.19966799,0.05877893
31.61666667,0.19960761,0.19960761,0.05876885
31.63333333,0.19954730,0.19954730,0.05875879
31.65000000,0.19948707,0.19948707,0.05874876
31.66666667,0.19942691,0.19942691,0.05873874
31.68333333,0.19936682,0.19936682,0.05872874
31.70000000,0.19930680,0.19930680,0.05871875
31.71666667,0.19924685,0.19924685,0.05870879
31.73333333,0.19918697,0.19918697,0.05869884
31.75000000,0.19912717,0.19912717,0.05868892
31.76666667,0.19906743,0.19906743,0.05867901
31.78333333,0.19900777,0.19900777,0.05866912
31.80000000,0.19894818,0.19894818,0.05865924
31.81666667,0.19888865,0.19888865,0.05864939
31.83333333,0.19882920,0.19882920,0.05863955
31.85000000,0.19876982,0.19876982,0.05862973
31.86666667,0.19871051,0.19871051,0.05861993
31.88333333,0.19865127,0.19865127,0.05861015
31.90000000,0.19859210,0.19859210,0.05860039
31.91666667,0.19853300,0.19853300,0.05859064
31.93333333,0.19847397,0.19847397,0.05858091
31.95000000,0.19841501,0.19841501,0.05857120
31.96666667,0.19835612,0.19835612,0.05856151
31.98333333,0.19829729,0.19829729,0.05855183
32.00000000,0.19823854,0.19823854,0.05854217
32.01666667,0.19817986,0.19817986,0.05853253
32.03333333,0.19812124,0.19812124,0.05852291
32.05000000,0.19806269,0.19806269,0.05851330
32.06666667,0.19800422,0.19800422,0.05850372
32.08333333,0.19794581,0.19794581,0.05849414
32.10000000,0.19788747,0.19788747,0.05848459
32.11666667,0.19782919,0.19782919,0.05847506
32.13333333,0.19777099,0.19777099,0.05846554
32.15000000,0.19771285,0.19771285,0.05845603
32.16666667,0.19765478,0.19765478,0.05844655
32.18333333,0.19759678,0.19759678,0.05843708
32.20000000,0.19753885,0.19753885,0.05842763
32.21666667,0.19748099,0.19748099,0.05841820
32.23333333,0.19742319,0.19742319,0.05840878
32.25000000,0.19736546,0.19736546,0.05839939
32.26666667,0.19730779,0.19730779,0.05839000
32.28333333,0.19725020,0.19725020,0.05838064
32.30000000,0.19719267,0.19719267,0.05837129
32.31666667,0.19713521,0.19713521,0.05836196
32.33333333,0.19707781,0.19707781,0.05835264
32.35000000,0.19702048,0.19702048,0.05834335
32.36666667,0.19696322,0.19696322,0.05833407
32.38333333,0.19690602,0.19690602,0.05832480
32.40000000,0.19684889,0.19684889,0.05831555
32.41666667,0.19679183,0.19679183,0.05830632
32.43333333,0.19673483,0.19673483,0.05829711
32.45000000,0.19667789,0.19667789,0.05828791
32.46666667,0.19662103,0.19662103,0.05827873
32.48333333,0.19656423,0.19656423,0.05826956
32.50000000,0.19650749,0.19650749,0.05826041
32.51666667,0.19645082,0.19645082,0.05825128
32.53333333,0.19639421,0.19639421,0.05824216
32.55000000,0.19633767,0.19633767,0.05823306
32.56666667,0.19628120,0.19628120,0.05822398
32.58333333,0.19622479,0.19622479,0.05821491
32.60000000,0.19616844,0.19616844,0.05820586
32.61666667,0.19611216,0.19611216,0.05819683
32.63333333,0.19605595,0.19605595,0.05818781
32.65000000,0.19599979,0.19599979,0.05817880
32.66666667,0.19594371,0.19594371,0.05816982
32.68333333,0.19588768,0.19588768,0.05816084
32.70000000,0.19583172,0.19583172,0.05815189
32.71666667,0.19577583,0.19577583,0.05814295
32.73333333,0.19572000,0.19572000,0.05813403
32.75000000,0.19566423,0.19566423,0.05812512
32.76666667,0.19560852,0.19560852,0.05811623
32.78333333,0.19555288,0.19555288,0.05810735
32.80000000,0.19549730,0.19549730,0.05809849
32.81666667,0.19544179,0.19544179,0.05808964
32.83333333,0.19538634,0.19538634,0.05808081
32.85000000,0.19533095,0.19533095,0.05807200
32.86666667,0.19527562,0.19527562,0.05806320
32.88333333,0.19522036,0.19522036,0.05805442
32.90000000,0.19516516,0.19516516,0.05804565
32.91666667,0.19511002,0.19511002,0.05803690
32.93333333,0.19505495,0.19505495,0.05802816
32.95000000,0.19499994,0.19499994,0.05801944
32.96666667,0.19494499,0.19494499,0.05801073
32.98333333,0.19489010,0.19489010,0.05800204
33.00000000,0.19483527,0.19483527,0.05799337
33.01666667,0.19478051,0.19478051,0.05798471
33.03333333,0.19472580,0.19472580,0.05797606
33.05000000,0.19467116,0.19467116,0.05796743
33.06666667,0.19461658,0.19461658,0.05795882
33.08333333,0.19456206,0.19456206,0.05795022
33.10000000,0.19450761,0.19450761,0.05794163
33.11666667,0.19445321,0.19445321,0.05793306
33.13333333,0.19439888,0.19439888,0.05792451
33.15000000,0.19434460,0.19434460,0.05791597
33.16666667,0.19429039,0.19429039,0.05790744
33.18333333,0.19423624,0.19423624,0.05789893
33.20000000,0.19418215,0.19418215,0.05789043
33.21666667,0.19412812,0.19412812,0.05788195
33.23333333,0.19407415,0.19407415,0.05787349
33.25000000,0.19402024,0.19402024,0.05786504
33.26666667,0.19396639,0.19396639,0.05785660
33.28333333,0.19391260,0.19391260,0.05784818
33.30000000,0.19385887,0.19385887,0.05783977
33.31666667,0.19380520,0.19380520,0.05783138
33.33333333,0.19375159,0.19375159,0.05782300
33.35000000,0.19369804,0.19369804,0.05781463
33.36666667,0.19364455,0.19364455,0.05780629
33.38333333,0.19359112,0.19359112,0.05779795
33.40000000,0.19353775,0.19353775,0.05778963
33.41666667,0.19348443,0.19348443,0.05778132
33.43333333,0.19343118,0.19343118,0.05777303
33.45000000,0.19337799,0.19337799,0.05776475
33.46666667,0.19332485,0.19332485,0.05775649
33.48333333,0.19327177,0.19327177,0.05774824
33.50000000,0.19321876,0.19321876,0.05774001
33.51666667,0.19316580,0.19316580,0.05773178
33.53333333,0.19311290,0.19311290,0.05772358
33.55000000,0.19306006,0.19306006,0.05771539
33.56666667,0.19300727,0.19300727,0.05770721
33.58333333,0.19295455,0.19295455,0.05769904
33.60000000,0.19290188,0.19290188,0.05769089
33.61666667,0.19284927,0.19284927,0.05768276
33.63333333,0.19279672,0.19279672,0.05767463
33.65000000,0.19274423,0.19274423,0.05766652
33.66666667,0.19269179,0.19269179,0.05765843
33.68333333,0.19263941,0.19263941,0.05765035
33.70000000,0.19258709,0.19258709,0.05764228
33.71666667,0.19253483,0.19253483,0.05763423
33.73333333,0.19248262,0.19248262,0.05762619
33.75000000,0.19243047,0.19243047,0.05761816
33.76666667,0.19237838,0.19237838,0.05761015
33.78333333,0.19232635,0.19232635,0.05760215
33.80000000,0.19227437,0.19227437,0.05759416
33.81666667,0.19222245,0.19222245,0.05758619
33.83333333,0.19217059,0.19217059,0.05757823
33.85000000,0.19211878,0.19211878,0.05757029
33.86666667,0.19206703,0.19206703,0.05756236
33.88333333,0.19201533,0.19201533,0.05755444
33.90000000,0.19196370,0.19196370,0.05754654
33.91666667,0.19191211,0.19191211,0.05753865
33.93333333,0.19186059,0.19186059,0.05753077
33.95000000,0.19180912,0.19180912,0.05752290
33.96666667,0.19175770,0.19175770,0.05751505
33.98333333,0.19170635,0.19170635,0.05750722
34.00000000,0.19165504,0.19165504,0.05749939
34.01666667,0.19160380,0.19160380,0.05749158
34.03333333,0.19155261,0.19155261,0.05748378
34.05000000,0.19150147,0.19150147,0.05747600
34.06666667,0.19145039,0.19145039,0.05746823
34.08333333,0.19139937,0.19139937,0.05746047
34.10000000,0.19134840,0.19134840,0.05745272
34.11666667,0.19129748,0.19129748,0.05744499
34.13333333,0.19124662,0.19124662,0.05743727
34.15000000,0.19119582,0.19119582,0.05742956
34.16666667,0.19114507,0.19114507,0.05742187
34.18333333,0.19109437,0.19109437,0.05741419
34.20000000,0.19104373,0.19104373,0.05740652
34.21666667,0.19099315,0.19099315,0.05739886
34.23333333,0.19094261,0.19094261,0.05739122
34.25000000,0.19089214,0.19089214,0.05738359
34.26666667,0.19084171,0.19084171,0.05737598
34.28333333,0.19079134,0.19079134,0.05736837
34.30000000,0.19074103,0.19074103,0.05736078
34.31666667,0.19069077,0.19069077,0.05735320
34.33333333,0.19064056,0.19064056,0.05734564
34.35000000,0.19059041,0.19059041,0.05733808
34.36666667,0.19054031,0.19054031,0.05733054
34.38333333,0.19049026,0.19049026,0.05732301
34.40000000,0.19044027,0.19044027,0.05731550
34.41666667,0.19039033,0.19039033,0.05730799
34.43333333,0.19034044,0.19034044,0.05730050
34.45000000,0.19029061,0.19029061,0.05729302
34.46666667,0.19024083,0.19024083,0.05728556
34.48333333,0.19019110,0.19019110,0.05727810
34.50000000,0.19014143,0.19014143,0.05727066
34.51666667,0.19009181,0.19009181,0.05726323
34.53333333,0.19004224,0.19004224,0.05725582
34.55000000,0.18999273,0.18999273,0.05724841
34.56666667,0.18994326,0.18994326,0.05724102
34.58333333,0.18989385,0.18989385,0.05723364
34.60000000,0.18984449,0.18984449,0.05722627
34.61666667,0.18979519,0.18979519,0.05721892
34.63333333,0.18974594,0.18974594,0.05721158
34.65000000,0.18969673,0.18969673,0.05720424
34.66666667,0.18964759,0.18964759,0.05719692
34.68333333,0.18959849,0.18959849,0.05718962
34.70000000,0.18954944,0.18954944,0.05718232
34.71666667,0.18950045,0.18950045,0.05717504
34.73333333,0.18945151,0.18945151,0.05716777
34.75000000,0.18940262,0.18940262,0.05716051
34.76666667,0.18935378,0.18935378,0.05715326
34.78333333,0.18930499,0.18930499,0.05714603
34.80000000,0.18925625,0.18925625,0.05713880
34.81666667,0.18920757,0.18920757,0.05713159
34.83333333,0.18915894,0.18915894,0.05712439
34.85000000,0.18911035,0.18911035,0.05711720
34.86666667,0.18906182,0.18906182,0.05711003
34.88333333,0.18901334,0.18901334,0.05710286
34.90000000,0.18896491,0.18896491,0.05709571
34.91666667,0.18891653,0.18891653,0.05708857
34.93333333,0.18886820,0.18886820,0.05708144
34.95000000,0.18881993,0.18881993,0.05707432
34.96666667,0.18877170,0.18877170,0.05706721
34.98333333,0.18872352,0.18872352,0.05706012
35.00000000,0.18867540,0.18867540,0.05705304
35.01666667,0.18862732,0.18862732,0.05704596
35.03333333,0.18857929,0.18857929,0.05703890
35.05000000,0.18853132,0.18853132,0.05703186
35.06666667,0.18848339,0.18848339,0.05702482
35.08333333,0.18843552,0.18843552,0.05701779
35.10000000,0.18838769,0.18838769,0.05701078
35.11666667,0.18833991,0.18833991,0.05700377
35.13333333,0.18829219,0.18829219,0.05699678
35.15000000,0.18824451,0.18824451,0.05698980
35.16666667,0.18819688,0.18819688,0.05698283
35.18333333,0.18814930,0.18814930,0.05697588
35.20000000,0.18810177,0.18810177,0.05696893
35.21666667,0.18805429,0.18805429,0.05696199
35.23333333,0.18800686,0.18800686,0.05695507
35.25000000,0.18795948,0.18795948,0.05694816
35.26666667,0.18791215,0.18791215,0.05694125
35.28333333,0.18786486,0.18786486,0.05693436
35.30000000,0.18781763,0.18781763,0.05692748
35.31666667,0.18777044,0.18777044,0.05692062
35.33333333,0.18772331,0.18772331,0.05691376
35.35000000,0.18767622,0.18767622,0.05690691
35.36666667,0.18762918,0.18762918,0.05690008
35.38333333,0.18758219,0.18758219,0.05689325
35.40000000,0.18753524,0.18753524,0.05688644
35.41666667,0.18748835,0.18748835,0.05687964
35.43333333,0.18744150,0.18744150,0.05687284
35.45000000,0.18739470,0.18739470,0.05686606
35.46666667,0.18734795,0.18734795,0.05685929
35.48333333,0.18730125,0.18730125,0.05685253
35.50000000,0.18725459,0.18725459,0.05684579
35.51666667,0.18720798,0.18720798,0.05683905
35.53333333,0.18716142,0.18716142,0.05683232
35.55000000,0.18711491,0.18711491,0.05682561
35.56666667,0.18706845,0.18706845,0.05681890
35.58333333,0.18702203,0.18702203,0.05681221
35.60000000,0.18697566,0.18697566,0.05680552
35.61666667,0.18692934,0.18692934,0.05679885
35.63333333,0.18688307,0.18688307,0.05679219
35.65000000,0.18683684,0.18683684,0.05678553
35.66666667,0.18679066,0.18679066,0.05677889
35.68333333,0.18674452,0.18674452,0.05677226
35.70000000,0.18669844,0.18669844,0.05676564
35.71666667,0.18665240,0.18665240,0.05675903
35.73333333,0.18660640,0.18660640,0.05675243
35.75000000,0.18656046,0.18656046,0.05674584
35.76666667,0.18651456,0.18651456,0.05673926
35.78333333,0.18646871,0.18646871,0.05673270
35.80000000,0.18642290,0.18642290,0.05672614
35.81666667,0.18637714,0.18637714,0.05671959
35.83333333,0.18633143,0.18633143,0.05671305
35.85000000,0.18628576,0.18628576,0.05670653
35.86666667,0.18624014,0.18624014,0.05670001
35.88333333,0.18619456,0.18619456,0.05669351
35.90000000,0.18614903,0.18614903,0.05668701
35.91666667,0.18610355,0.18610355,0.05668052
35.93333333,0.18605811,0.18605811,0.05667405
35.95000000,0.18601272,0.18601272,0.05666758
35.96666667,0.18596737,0.18596737,0.05666113
35.98333333,0.18592207,0.18592207,0.05665468
36.00000000,0.18587682,0.18587682,0.05664825
36.01666667,0.18583161,0.18583161,0.05664182
36.03333333,0.18578645,0.18578645,0.05663541
36.05000000,0.18574133,0.18574133,0.05662901
36.06666667,0.18569626,0.18569626,0.05662261
36.08333333,0.18565123,0.18565123,0.05661623
36.10000000,0.18560625,0.18560625,0.05660985
36.11666667,0.18556131,0.18556131,0.05660349
36.13333333,0.18551642,0.18551642,0.05659713
36.15000000,0.18547157,0.18547157,0.05659079
36.16666667,0.18542677,0.18542677,0.05658445
36.18333333,0.18538201,0.18538201,0.05657813
36.20000000,0.18533730,0.18533730,0.05657181
36.21666667,0.18529263,0.18529263,0.05656551
36.23333333,0.18524800,0.18524800,0.05655921
36.25000000,0.18520342,0.18520342,0.05655293
36.26666667,0.18515889,0.18515889,0.05654665
36.28333333,0.18511440,0.18511440,0.05654039
36.30000000,0.18506995,0.18506995,0.05653413
36.31666667,0.18502555,0.18502555,0.05652789
36.33333333,0.18498119,0.18498119,0.05652165
36.35000000,0.18493688,0.18493688,0.05651542
36.36666667,0.18489261,0.18489261,0.05650921
36.38333333,0.18484838,0.18484838,0.05650300
36.40000000,0.18480420,0.18480420,0.05649680
36.41666667,0.18476006,0.18476006,0.05649061
36.43333333,0.18471597,0.18471597,0.05648443
36.45000000,0.18467192,0.18467192,0.05647826
36.46666667,0.18462791,0.18462791,0.05647210
36.48333333,0.18458395,0.18458395,0.05646595
36.50000000,0.18454003,0.18454003,0.05645981
36.51666667,0.18449615,0.18449615,0.05645368
36.53333333,0.18445232,0.18445232,0.05644756
36.55000000,0.18440853,0.18440853,0.05644145
36.56666667,0.18436478,0.18436478,0.05643534
36.58333333,0.18432108,0.18432108,0.05642925
36.60000000,0.18427742,0.18427742,0.05642317
36.61666667,0.18423380,0.18423380,0.05641709
36.63333333,0.18419022,0.18419022,0.05641103
36.65000000,0.18414669,0.18414669,0.05640497
36.66666667,0.18410320,0.18410320,0.05639892
36.68333333,0.18405975,0.18405975,0.05639289
36.70000000,0.18401635,0.18401635,0.05638686
36.71666667,0.18397299,0.18397299,0.05638084
36.73333333,0.18392967,0.18392967,0.05637483
36.75000000,0.18388639,0.18388639,0.05636883
36.76666667,0.18384316,0.18384316,0.05636284
36.78333333,0.18379997,0.18379997,0.05635686
36.80000000,0.18375682,0.18375682,0.05635088
36.81666667,0.18371371,0.18371371,0.05634492
36.83333333,0.18367065,0.18367065,0.05633896
36.85000000,0.18362762,0.18362762,0.05633302
36.86666667,0.18358464,0.18358464,0.05632708
36.88333333,0.18354170,0.18354170,0.05632115
36.90000000,0.18349880,0.18349880,0.05631524
36.91666667,0.18345595,0.18345595,0.05630933
36.93333333,0.18341313,0.18341313,0.05630343
36.95000000,0.18337036,0.18337036,0.05629753
36.96666667,0.18332763,0.18332763,0.05629165
36.98333333,0.18328494,0.18328494,0.05628578
37.00000000,0.18324229,0.18324229,0.05627991
37.01666667,0.18319969,0.18319969,0.05627406
37.03333333,0.18315712,0.18315712,0.05626821
37.05000000,0.18311460,0.18311460,0.05626237
37.06666667,0.18307211,0.18307211,0.05625654
37.08333333,0.18302967,0.18302967,0.05625072
37.10000000,0.18298727,0.18298727,0.05624491
37.11666667,0.18294491,0.18294491,0.05623911
37.13333333,0.18290259,0.18290259,0.05623332
37.15000000,0.18286032,0.18286032,0.05622753
37.16666667,0.18281808,0.18281808,0.05622175
37.18333333,0.18277588,0.18277588,0.05621599
37.20000000,0.18273373,0.18273373,0.05621023
37.21666667,0.18269161,0.18269161,0.05620448
37.23333333,0.18264954,0.18264954,0.05619874
37.25000000,0.18260750,0.18260750,0.05619300
37.26666667,0.18256551,0.18256551,0.05618728
37.28333333,0.18252356,0.18252356,0.05618156
37.30000000,0.18248164,0.18248164,0.05617585
37.31666667,0.18243977,0.18243977,0.05617016
37.33333333,0.18239794,0.18239794,0.05616447
37.35000000,0.18235615,0.18235615,0.05615878
37.36666667,0.18231439,0.18231439,0.05615311
37.38333333,0.18227268,0.18227268,0.05614745
37.40000000,0.18223101,0.18223101,0.05614179
37.41666667,0.18218938,0.18218938,0.05613614
37.43333333,0.18214778,0.18214778,0.05613050
37.45000000,0.18210623,0.18210623,0.05612487
37.46666667,0.18206472,0.18206472,0.05611925
37.48333333,0.18202325,0.18202325,0.05611364
37.50000000,0.18198181,0.18198181,0.05610803
37.51666667,0.18194042,0.18194042,0.05610244
37.53333333,0.18189906,0.18189906,0.05609685
37.55000000,0.18185775,0.18185775,0.05609127
37.56666667,0.18181647,0.18181647,0.05608569
37.58333333,0.18177523,0.18177523,0.05608013
37.60000000,0.18173403,0.18173403,0.05607458
37.61666667,0.18169288,0.18169288,0.05606903
37.63333333,0.18165176,0.18165176,0.05606349
37.65000000,0.18161068,0.18161068,0.05605796
37.66666667,0.18156963,0.18156963,0.05605244
37.68333333,0.18152863,0.18152863,0.05604692
37.70000000,0.18148767,0.18148767,0.05604142
37.71666667,0.18144674,0.18144674,0.05603592
37.73333333,0.18140586,0.18140586,0.05603043
37.75000000,0.18136501,0.18136501,0.05602495
37.76666667,0.18132420,0.18132420,0.05601947
37.78333333,0.18128343,0.18128343,0.05601401
37.80000000,0.18124270,0.18124270,0.05600855
37.81666667,0.18120200,0.18120200,0.05600310
37.83333333,0.18116135,0.18116135,0.05599766
37.85000000,0.18112073,0.18112073,0.05599223
37.86666667,0.18108015,0.18108015,0.05598680
37.88333333,0.18103961,0.18103961,0.05598138
37.90000000,0.18099911,0.18099911,0.05597598
37.91666667,0.18095864,0.18095864,0.05597057
37.93333333,0.18091822,0.18091822,0.05596518
37.95000000,0.18087783,0.18087783,0.05595980
37.96666667,0.18083748,0.18083748,0.05595442
37.98333333,0.18079717,0.18079717,0.05594905
38.00000000,0.18075689,0.18075689,0.05594369
38.01666667,0.18071666,0.18071666,0.05593833
38.03333333,0.18067646,0.18067646,0.05593299
38.05000000,0.18063629,0.18063629,0.05592765
38.06666667,0.18059617,0.18059617,0.05592232
38.08333333,0.18055608,0.18055608,0.05591700
38.10000000,0.18051603,0.18051603,0.05591168
38.11666667,0.18047602,0.18047602,0.05590638
38.13333333,0.18043605,0.18043605,0.05590108
38.15000000,0.18039611,0.18039611,0.05589579
38.16666667,0.18035621,0.18035621,0.05589050
38.18333333,0.18031635,0.18031635,0.05588523
38.20000000,0.18027652,0.18027652,0.05587996
38.21666667,0.18023673,0.18023673,0.05587470
38.23333333,0.18019698,0.18019698,0.05586944
38.25000000,0.18015727,0.18015727,0.05586420
38.26666667,0.18011759,0.18011759,0.05585896
38.28333333,0.18007795,0.18007795,0.05585373
38.30000000,0.18003835,0.18003835,0.05584851
38.31666667,0.17999878,0.17999878,0.05584330
38.33333333,0.17995925,0.17995925,0.05583809
38.35000000,0.17991975,0.17991975,0.05583289
38.36666667,0.17988030,0.17988030,0.05582770
38.38333333,0.17984088,0.17984088,0.05582251
38.40000000,0.17980149,0.17980149,0.05581734
38.41666667,0.17976214,0.17976214,0.05581217
38.43333333,0.17972283,0.17972283,0.05580700
38.45000000,0.17968356,0.17968356,0.05580185
38.46666667,0.17964432,0.17964432,0.05579670
38.48333333,0.17960511,0.17960511,0.05579156
38.50000000,0.17956595,0.17956595,0.05578643
38.51666667,0.17952682,0.17952682,0.05578131
38.53333333,0.17948772,0.17948772,0.05577619
38.55000000,0.17944866,0.17944866,0.05577108
38.56666667,0.17940964,0.17940964,0.05576598
38.58333333,0.17937065,0.17937065,0.05576088
38.60000000,0.17933170,0.17933170,0.05575580
38.61666667,0.17929279,0.17929279,0.05575071
38.63333333,0.17925391,0.17925391,0.05574564
38.65000000,0.17921506,0.17921506,0.05574058
38.66666667,0.17917625,0.17917625,0.05573552
38.68333333,0.17913748,0.17913748,0.05573047
38.70000000,0.17909874,0.17909874,0.05572542
38.71666667,0.17906004,0.17906004,0.05572039
