时间/h,到中心距离/cm,温度/℃,水分浓度/(kg/kg)
36.00000000,0.90350860,50.00000000,0.14543643
36.00000000,0.90703125,50.00000000,0.14499181
36.00000000,0.91053983,50.00000000,0.14454523
36.00000000,0.91403430,50.00000000,0.14409667
36.00000000,0.91751459,50.00000000,0.14364613
36.00000000,0.92098064,50.00000000,0.14319359
36.00000000,0.92443240,50.00000000,0.14273904
36.00000000,0.92786981,50.00000000,0.14228248
36.00000000,0.93129281,50.00000000,0.14182389
36.00000000,0.93470133,50.00000000,0.14136326
36.00000000,0.93809532,50.00000000,0.14090059
36.00000000,0.94147471,50.00000000,0.14043585
36.00000000,0.94483943,50.00000000,0.13996904
36.00000000,0.94818944,50.00000000,0.13950014
36.00000000,0.95152465,50.00000000,0.13902914
36.00000000,0.95484500,50.00000000,0.13855602
36.00000000,0.95815044,50.00000000,0.13808077
36.00000000,0.96144088,50.00000000,0.13760338
36.00000000,0.96471626,50.00000000,0.13712383
36.00000000,0.96797652,50.00000000,0.13664210
36.00000000,0.97122157,50.00000000,0.13615817
36.00000000,0.97445135,50.00000000,0.13567203
36.00000000,0.97766579,50.00000000,0.13518366
36.00000000,0.98086481,50.00000000,0.13469304
36.00000000,0.98404835,50.00000000,0.13420015
36.00000000,0.98721631,50.00000000,0.13370497
36.00000000,0.99036863,50.00000000,0.13320747
36.00000000,0.99350522,50.00000000,0.13270764
36.00000000,0.99662602,50.00000000,0.13220546
36.00000000,0.99973093,50.00000000,0.13170089
36.00000000,1.00281988,50.00000000,0.13119392
36.00000000,1.00589278,50.00000000,0.13068452
36.00000000,1.00894955,50.00000000,0.13017266
36.00000000,1.01199011,50.00000000,0.12965831
36.00000000,1.01501436,50.00000000,0.12914145
36.00000000,1.01802222,50.00000000,0.12862205
36.00000000,1.02101360,50.00000000,0.12810007
36.00000000,1.02398840,50.00000000,0.12757549
36.00000000,1.02694654,50.00000000,0.12704827
36.00000000,1.02988792,50.00000000,0.12651838
36.00000000,1.03281244,50.00000000,0.12598578
36.00000000,1.03572001,50.00000000,0.12545044
36.00000000,1.03861053,50.00000000,0.12491231
36.00000000,1.04148389,50.00000000,0.12437137
36.00000000,1.04433999,50.00000000,0.12382756
36.00000000,1.04717873,50.00000000,0.12328084
36.00000000,1.05000000,50.00000000,0.12273118
36.00000000,1.05280369,50.00000000,0.12217852
36.00000000,1.05558970,50.00000000,0.12162282
36.00000000,1.05835790,50.00000000,0.12106403
36.00000000,1.06110818,50.00000000,0.12050209
36.00000000,1.06384043,50.00000000,0.11993696
36.00000000,1.06655452,50.00000000,0.11936858
36.00000000,1.06925034,50.00000000,0.11879689
36.00000000,1.07192775,50.00000000,0.11822183
36.00000000,1.07458664,50.00000000,0.11764334
36.00000000,1.07722687,50.00000000,0.11706135
36.00000000,1.07984830,50.00000000,0.11647580
36.00000000,1.08245081,50.00000000,0.11588663
36.00000000,1.08503425,50.00000000,0.11529374
36.00000000,1.08759848,50.00000000,0.11469707
36.00000000,1.09014336,50.00000000,0.11409655
36.00000000,1.09266874,50.00000000,0.11349208
36.00000000,1.09517446,50.00000000,0.11288358
36.00000000,1.09766038,50.00000000,0.11227096
36.00000000,1.10012632,50.00000000,0.11165413
36.00000000,1.10257214,50.00000000,0.11103299
36.00000000,1.10499766,50.00000000,0.11040744
36.00000000,1.10740271,50.00000000,0.10977736
36.00000000,1.10978712,50.00000000,0.10914265
36.00000000,1.11215070,50.00000000,0.10850320
36.00000000,1.11449327,50.00000000,0.10785887
36.00000000,1.11681464,50.00000000,0.10720954
36.00000000,1.11911461,50.00000000,0.10655508
36.00000000,1.12139299,50.00000000,0.10589534
36.00000000,1.12364956,50.00000000,0.10523017
36.00000000,1.12588412,50.00000000,0.10455942
36.00000000,1.12809644,50.00000000,0.10388292
36.00000000,1.13028630,50.00000000,0.10320051
36.00000000,1.13245347,50.00000000,0.10251200
36.00000000,1.13459770,50.00000000,0.10181719
36.00000000,1.13671875,50.00000000,0.10111589
36.00000000,1.13881636,50.00000000,0.10040788
36.00000000,1.14089027,50.00000000,0.09969293
36.00000000,1.14294020,50.00000000,0.09897082
36.00000000,1.14496588,50.00000000,0.09824128
36.00000000,1.14696699,50.00000000,0.09750404
36.00000000,1.14894325,50.00000000,0.09675883
36.00000000,1.15089433,50.00000000,0.09600535
36.00000000,1.15281990,50.00000000,0.09524326
36.00000000,1.15471962,50.00000000,0.09447223
36.00000000,1.15659314,50.00000000,0.09369189
36.00000000,1.15844008,50.00000000,0.09290186
36.00000000,1.16026006,50.00000000,0.09210173
36.00000000,1.16205267,50.00000000,0.09129104
36.00000000,1.16381748,50.00000000,0.09046932
36.00000000,1.16555405,50.00000000,0.08963606
36.00000000,1.16726191,50.00000000,0.08879070
36.00000000,1.16894058,50.00000000,0.08793267
36.00000000,1.17058953,50.00000000,0.08706132
36.00000000,1.17220822,50.00000000,0.08617596
36.00000000,1.17379608,50.00000000,0.08527585
36.00000000,1.17535248,50.00000000,0.08436018
36.00000000,1.17687679,50.00000000,0.08342808
36.00000000,1.17836832,50.00000000,0.08247859
36.00000000,1.17982632,50.00000000,0.08151068
36.00000000,1.18125000,50.00000000,0.08052323
36.00000000,1.18263852,50.00000000,0.07951500
36.00000000,1.18399097,50.00000000,0.07848465
36.00000000,1.18530635,50.00000000,0.07743073
36.00000000,1.18658359,50.00000000,0.07635163
36.00000000,1.18782152,50.00000000,0.07524562
36.00000000,1.18901884,50.00000000,0.07411083
36.00000000,1.19017412,50.00000000,0.07294525
36.00000000,1.19128579,50.00000000,0.07174675
36.00000000,1.19235205,50.00000000,0.07051311
36.00000000,1.19337087,50.00000000,0.06924215
36.00000000,1.19433995,50.00000000,0.06793186
36.00000000,1.19525658,50.00000000,0.06658075
36.00000000,1.19611757,50.00000000,0.06518840
36.00000000,1.19691906,50.00000000,0.06375654
36.00000000,1.19765625,50.00000000,0.06229103
36.00000000,1.19832295,50.00000000,0.06080556
36.00000000,1.19891072,50.00000000,0.05932890
36.00000000,1.19940707,50.00000000,0.05791920
36.00000000,1.19979037,50.00000000,0.05669567
36.00000000,1.20000000,50.00000000,0.05596395
48.00000000,0.00000000,50.00000000,0.15614298
48.00000000,0.00562060,50.00000000,0.15614184
48.00000000,0.01123240,50.00000000,0.15613843
48.00000000,0.01683539,50.00000000,0.15613275
48.00000000,0.02242954,50.00000000,0.15612483
48.00000000,0.02801485,50.00000000,0.15611466
48.00000000,0.03359130,50.00000000,0.15610226
48.00000000,0.03915888,50.00000000,0.15608764
48.00000000,0.04471757,50.00000000,0.15607080
48.00000000,0.05026736,50.00000000,0.15605177
48.00000000,0.05580823,50.00000000,0.15603054
48.00000000,0.06134018,50.00000000,0.15600714
48.00000000,0.06686318,50.00000000,0.15598156
48.00000000,0.07237722,50.00000000,0.15595382
48.00000000,0.07788229,50.00000000,0.15592392
48.00000000,0.08337837,50.00000000,0.15589189
48.00000000,0.08886544,50.00000000,0.15585772
48.00000000,0.09434351,50.00000000,0.15582142
48.00000000,0.09981253,50.00000000,0.15578301
48.00000000,0.10527251,50.00000000,0.15574250
48.00000000,0.11072343,50.00000000,0.15569989
48.00000000,0.11616528,50.00000000,0.15565518
48.00000000,0.12159802,50.00000000,0.15560840
48.00000000,0.12702167,50.00000000,0.15555955
48.00000000,0.13243618,50.00000000,0.15550864
48.00000000,0.13784156,50.00000000,0.15545568
48.00000000,0.14323779,50.00000000,0.15540067
48.00000000,0.14862485,50.00000000,0.15534362
48.00000000,0.15400272,50.00000000,0.15528455
48.00000000,0.15937139,50.00000000,0.15522346
48.00000000,0.16473084,50.00000000,0.15516035
48.00000000,0.17008106,50.00000000,0.15509525
48.00000000,0.17542204,50.00000000,0.15502815
48.00000000,0.18075375,50.00000000,0.15495907
48.00000000,0.18607617,50.00000000,0.15488800
48.00000000,0.19138931,50.00000000,0.15481497
48.00000000,0.19669312,50.00000000,0.15473997
48.00000000,0.20198761,50.00000000,0.15466302
48.00000000,0.20727276,50.00000000,0.15458413
48.00000000,0.21254854,50.00000000,0.15450329
48.00000000,0.21781494,50.00000000,0.15442053
48.00000000,0.22307194,50.00000000,0.15433584
48.00000000,0.22831953,50.00000000,0.15424923
48.00000000,0.23355770,50.00000000,0.15416072
48.00000000,0.23878641,50.00000000,0.15407030
48.00000000,0.24400566,50.00000000,0.15397800
48.00000000,0.24921543,50.00000000,0.15388380
48.00000000,0.25441571,50.00000000,0.15378772
48.00000000,0.25960647,50.00000000,0.15368978
48.00000000,0.26478769,50.00000000,0.15358997
48.00000000,0.26995936,50.00000000,0.15348830
48.00000000,0.27512147,50.00000000,0.15338478
48.00000000,0.28027399,50.00000000,0.15327941
48.00000000,0.28541690,50.00000000,0.15317221
48.00000000,0.29055020,50.00000000,0.15306318
48.00000000,0.29567385,50.00000000,0.15295232
48.00000000,0.30078784,50.00000000,0.15283965
48.00000000,0.30589216,50.00000000,0.15272516
48.00000000,0.31098679,50.00000000,0.15260888
48.00000000,0.31607170,50.00000000,0.15249079
48.00000000,0.32114688,50.00000000,0.15237092
48.00000000,0.32621230,50.00000000,0.15224926
48.00000000,0.33126796,50.00000000,0.15212582
48.00000000,0.33631383,50.00000000,0.15200061
48.00000000,0.34134990,50.00000000,0.15187364
48.00000000,0.34637613,50.00000000,0.15174490
48.00000000,0.35139252,50.00000000,0.15161442
48.00000000,0.35639905,50.00000000,0.15148218
48.00000000,0.36139569,50.00000000,0.15134821
48.00000000,0.36638243,50.00000000,0.15121250
48.00000000,0.37135924,50.00000000,0.15107506
48.00000000,0.37632611,50.00000000,0.15093589
48.00000000,0.38128302,50.00000000,0.15079501
48.00000000,0.38622994,50.00000000,0.15065242
48.00000000,0.39116686,50.00000000,0.15050812
48.00000000,0.39609375,50.00000000,0.15036212
48.00000000,0.40101060,50.00000000,0.15021443
48.00000000,0.40591738,50.00000000,0.15006504
48.00000000,0.41081408,50.00000000,0.14991398
48.00000000,0.41570067,50.00000000,0.14976123
48.00000000,0.42057714,50.00000000,0.14960681
48.00000000,0.42544345,50.00000000,0.14945072
48.00000000,0.43029960,50.00000000,0.14929297
48.00000000,0.43514555,50.00000000,0.14913356
48.00000000,0.43998129,50.00000000,0.14897250
48.00000000,0.44480680,50.00000000,0.14880979
48.00000000,0.44962205,50.00000000,0.14864544
48.00000000,0.45442702,50.00000000,0.14847945
48.00000000,0.45922169,50.00000000,0.14831183
48.00000000,0.46400604,50.00000000,0.14814258
48.00000000,0.46878005,50.00000000,0.14797171
48.00000000,0.47354369,50.00000000,0.14779922
48.00000000,0.47829694,50.00000000,0.14762511
48.00000000,0.48303977,50.00000000,0.14744939
48.00000000,0.48777217,50.00000000,0.14727208
48.00000000,0.49249412,50.00000000,0.14709316
48.00000000,0.49720558,50.00000000,0.14691264
48.00000000,0.50190653,50.00000000,0.14673053
48.00000000,0.50659696,50.00000000,0.14654684
48.00000000,0.51127684,50.00000000,0.14636156
48.00000000,0.51594614,50.00000000,0.14617470
48.00000000,0.52060484,50.00000000,0.14598627
48.00000000,0.52525291,50.00000000,0.14579627
48.00000000,0.52989034,50.00000000,0.14560470
48.00000000,0.53451709,50.00000000,0.14541157
48.00000000,0.53913315,50.00000000,0.14521687
48.00000000,0.54373848,50.00000000,0.14502063
48.00000000,0.54833307,50.00000000,0.14482283
48.00000000,0.55291688,50.00000000,0.14462348
48.00000000,0.55748990,50.00000000,0.14442259
48.00000000,0.56205209,50.00000000,0.14422016
48.00000000,0.56660343,50.00000000,0.14401619
48.00000000,0.57114390,50.00000000,0.14381068
48.00000000,0.57567346,50.00000000,0.14360365
48.00000000,0.58019210,50.00000000,0.14339508
48.00000000,0.58469978,50.00000000,0.14318500
48.00000000,0.58919648,50.00000000,0.14297339
48.00000000,0.59368218,50.00000000,0.14276026
48.00000000,0.59815683,50.00000000,0.14254562
48.00000000,0.60262043,50.00000000,0.14232946
48.00000000,0.60707294,50.00000000,0.14211179
48.00000000,0.61151433,50.00000000,0.14189262
48.00000000,0.61594457,50.00000000,0.14167194
48.00000000,0.62036364,50.00000000,0.14144976
48.00000000,0.62477151,50.00000000,0.14122608
48.00000000,0.62916815,50.00000000,0.14100091
48.00000000,0.63355353,50.00000000,0.14077424
48.00000000,0.63792762,50.00000000,0.14054607
48.00000000,0.64229040,50.00000000,0.14031642
48.00000000,0.64664183,50.00000000,0.14008528
48.00000000,0.65098188,50.00000000,0.13985265
48.00000000,0.65531052,50.00000000,0.13961853
48.00000000,0.65962773,50.00000000,0.13938294
48.00000000,0.66393347,50.00000000,0.13914586
48.00000000,0.66822772,50.00000000,0.13890730
48.00000000,0.67251044,50.00000000,0.13866727
48.00000000,0.67678159,50.00000000,0.13842576
48.00000000,0.68104116,50.00000000,0.13818277
48.00000000,0.68528911,50.00000000,0.13793832
48.00000000,0.68952540,50.00000000,0.13769238
48.00000000,0.69375000,50.00000000,0.13744498
48.00000000,0.69796289,50.00000000,0.13719611
48.00000000,0.70216402,50.00000000,0.13694576
48.00000000,0.70635337,50.00000000,0.13669395
48.00000000,0.71053090,50.00000000,0.13644067
48.00000000,0.71469658,50.00000000,0.13618593
48.00000000,0.71885038,50.00000000,0.13592971
48.00000000,0.72299225,50.00000000,0.13567203
48.00000000,0.72712217,50.00000000,0.13541289
48.00000000,0.73124011,50.00000000,0.13515227
48.00000000,0.73534602,50.00000000,0.13489019
48.00000000,0.73943987,50.00000000,0.13462665
48.00000000,0.74352163,50.00000000,0.13436163
48.00000000,0.74759126,50.00000000,0.13409515
48.00000000,0.75164872,50.00000000,0.13382721
48.00000000,0.75569398,50.00000000,0.13355779
48.00000000,0.75972700,50.00000000,0.13328691
48.00000000,0.76374774,50.00000000,0.13301456
48.00000000,0.76775617,50.00000000,0.13274073
48.00000000,0.77175225,50.00000000,0.13246544
48.00000000,0.77573593,50.00000000,0.13218867
48.00000000,0.77970719,50.00000000,0.13191043
48.00000000,0.78366597,50.00000000,0.13163072
48.00000000,0.78761225,50.00000000,0.13134952
48.00000000,0.79154598,50.00000000,0.13106685
48.00000000,0.79546712,50.00000000,0.13078270
48.00000000,0.79937563,50.00000000,0.13049706
48.00000000,0.80327148,50.00000000,0.13020994
48.00000000,0.80715461,50.00000000,0.12992133
48.00000000,0.81102499,50.00000000,0.12963123
48.00000000,0.81488258,50.00000000,0.12933963
48.00000000,0.81872733,50.00000000,0.12904655
48.00000000,0.82255919,50.00000000,0.12875196
48.00000000,0.82637814,50.00000000,0.12845587
48.00000000,0.83018411,50.00000000,0.12815827
48.00000000,0.83397708,50.00000000,0.12785917
48.00000000,0.83775699,50.00000000,0.12755855
48.00000000,0.84152379,50.00000000,0.12725641
48.00000000,0.84527745,50.00000000,0.12695276
48.00000000,0.84901792,50.00000000,0.12664758
48.00000000,0.85274514,50.00000000,0.12634086
48.00000000,0.85645908,50.00000000,0.12603262
48.00000000,0.86015968,50.00000000,0.12572283
48.00000000,0.86384689,50.00000000,0.12541150
48.00000000,0.86752068,50.00000000,0.12509861
48.00000000,0.87118098,50.00000000,0.12478417
48.00000000,0.87482775,50.00000000,0.12446817
48.00000000,0.87846094,50.00000000,0.12415060
48.00000000,0.88208049,50.00000000,0.12383145
48.00000000,0.88568636,50.00000000,0.12351073
48.00000000,0.88927850,50.00000000,0.12318841
48.00000000,0.89285684,50.00000000,0.12286450
48.00000000,0.89642134,50.00000000,0.12253898
48.00000000,0.89997195,50.00000000,0.12221186
48.00000000,0.90350860,50.00000000,0.12188311
48.00000000,0.90703125,50.00000000,0.12155274
48.00000000,0.91053983,50.00000000,0.12122073
48.00000000,0.91403430,50.00000000,0.12088707
48.00000000,0.91751459,50.00000000,0.12055176
48.00000000,0.92098064,50.00000000,0.12021479
48.00000000,0.92443240,50.00000000,0.11987614
48.00000000,0.92786981,50.00000000,0.11953581
48.00000000,0.93129281,50.00000000,0.11919379
48.00000000,0.93470133,50.00000000,0.11885005
48.00000000,0.93809532,50.00000000,0.11850461
48.00000000,0.94147471,50.00000000,0.11815743
48.00000000,0.94483943,50.00000000,0.11780851
48.00000000,0.94818944,50.00000000,0.11745783
48.00000000,0.95152465,50.00000000,0.11710539
48.00000000,0.95484500,50.00000000,0.11675117
48.00000000,0.95815044,50.00000000,0.11639515
48.00000000,0.96144088,50.00000000,0.11603732
48.00000000,0.96471626,50.00000000,0.11567768
48.00000000,0.96797652,50.00000000,0.11531619
48.00000000,0.97122157,50.00000000,0.11495284
48.00000000,0.97445135,50.00000000,0.11458763
48.00000000,0.97766579,50.00000000,0.11422052
48.00000000,0.98086481,50.00000000,0.11385151
48.00000000,0.98404835,50.00000000,0.11348057
48.00000000,0.98721631,50.00000000,0.11310770
48.00000000,0.99036863,50.00000000,0.11273286
48.00000000,0.99350522,50.00000000,0.11235603
48.00000000,0.99662602,50.00000000,0.11197720
48.00000000,0.99973093,50.00000000,0.11159635
48.00000000,1.00281988,50.00000000,0.11121346
48.00000000,1.00589278,50.00000000,0.11082849
48.00000000,1.00894955,50.00000000,0.11044143
48.00000000,1.01199011,50.00000000,0.11005225
48.00000000,1.01501436,50.00000000,0.10966093
48.00000000,1.01802222,50.00000000,0.10926744
48.00000000,1.02101360,50.00000000,0.10887175
48.00000000,1.02398840,50.00000000,0.10847384
48.00000000,1.02694654,50.00000000,0.10807368
48.00000000,1.02988792,50.00000000,0.10767124
48.00000000,1.03281244,50.00000000,0.10726648
48.00000000,1.03572001,50.00000000,0.10685937
48.00000000,1.03861053,50.00000000,0.10644989
48.00000000,1.04148389,50.00000000,0.10603800
48.00000000,1.04433999,50.00000000,0.10562365
48.00000000,1.04717873,50.00000000,0.10520683
48.00000000,1.05000000,50.00000000,0.10478747
48.00000000,1.05280369,50.00000000,0.10436556
48.00000000,1.05558970,50.00000000,0.10394104
48.00000000,1.05835790,50.00000000,0.10351388
48.00000000,1.06110818,50.00000000,0.10308403
48.00000000,1.06384043,50.00000000,0.10265144
48.00000000,1.06655452,50.00000000,0.10221607
48.00000000,1.06925034,50.00000000,0.10177786
48.00000000,1.07192775,50.00000000,0.10133678
48.00000000,1.07458664,50.00000000,0.10089275
48.00000000,1.07722687,50.00000000,0.10044574
48.00000000,1.07984830,50.00000000,0.09999568
48.00000000,1.08245081,50.00000000,0.09954251
48.00000000,1.08503425,50.00000000,0.09908618
48.00000000,1.08759848,50.00000000,0.09862661
48.00000000,1.09014336,50.00000000,0.09816374
48.00000000,1.09266874,50.00000000,0.09769749
48.00000000,1.09517446,50.00000000,0.09722781
48.00000000,1.09766038,50.00000000,0.09675461
48.00000000,1.10012632,50.00000000,0.09627781
48.00000000,1.10257214,50.00000000,0.09579734
48.00000000,1.10499766,50.00000000,0.09531309
48.00000000,1.10740271,50.00000000,0.09482500
48.00000000,1.10978712,50.00000000,0.09433295
48.00000000,1.11215070,50.00000000,0.09383686
48.00000000,1.11449327,50.00000000,0.09333663
48.00000000,1.11681464,50.00000000,0.09283213
48.00000000,1.11911461,50.00000000,0.09232327
48.00000000,1.12139299,50.00000000,0.09180992
48.00000000,1.12364956,50.00000000,0.09129197
48.00000000,1.12588412,50.00000000,0.09076928
48.00000000,1.12809644,50.00000000,0.09024172
48.00000000,1.13028630,50.00000000,0.08970914
48.00000000,1.13245347,50.00000000,0.08917139
48.00000000,1.13459770,50.00000000,0.08862833
48.00000000,1.13671875,50.00000000,0.08807977
48.00000000,1.13881636,50.00000000,0.08752556
48.00000000,1.14089027,50.00000000,0.08696549
48.00000000,1.14294020,50.00000000,0.08639938
48.00000000,1.14496588,50.00000000,0.08582703
48.00000000,1.14696699,50.00000000,0.08524821
48.00000000,1.14894325,50.00000000,0.08466270
48.00000000,1.15089433,50.00000000,0.08407024
48.00000000,1.15281990,50.00000000,0.08347059
48.00000000,1.15471962,50.00000000,0.08286347
48.00000000,1.15659314,50.00000000,0.08224858
48.00000000,1.15844008,50.00000000,0.08162562
48.00000000,1.16026006,50.00000000,0.08099426
48.00000000,1.16205267,50.00000000,0.08035414
48.00000000,1.16381748,50.00000000,0.07970489
48.00000000,1.16555405,50.00000000,0.07904611
48.00000000,1.16726191,50.00000000,0.07837736
48.00000000,1.16894058,50.00000000,0.07769819
48.00000000,1.17058953,50.00000000,0.07700811
48.00000000,1.17220822,50.00000000,0.07630658
48.00000000,1.17379608,50.00000000,0.07559304
48.00000000,1.17535248,50.00000000,0.07486688
48.00000000,1.17687679,50.00000000,0.07412745
48.00000000,1.17836832,50.00000000,0.07337403
48.00000000,1.17982632,50.00000000,0.07260587
48.00000000,1.18125000,50.00000000,0.07182215
48.00000000,1.18263852,50.00000000,0.07102200
48.00000000,1.18399097,50.00000000,0.07020448
48.00000000,1.18530635,50.00000000,0.06936859
48.00000000,1.18658359,50.00000000,0.06851327
48.00000000,1.18782152,50.00000000,0.06763739
48.00000000,1.18901884,50.00000000,0.06673980
48.00000000,1.19017412,50.00000000,0.06581933
48.00000000,1.19128579,50.00000000,0.06487482
48.00000000,1.19235205,50.00000000,0.06390520
48.00000000,1.19337087,50.00000000,0.06290966
48.00000000,1.19433995,50.00000000,0.06188775
48.00000000,1.19525658,50.00000000,0.06083979
48.00000000,1.19611757,50.00000000,0.05976737
48.00000000,1.19691906,50.00000000,0.05867427
48.00000000,1.19765625,50.00000000,0.05756799
48.00000000,1.19832295,50.00000000,0.05646241
48.00000000,1.19891072,50.00000000,0.05538249
48.00000000,1.19940707,50.00000000,0.05437293
48.00000000,1.19979037,50.00000000,0.05351659
48.00000000,1.20000000,50.00000000,0.05301434
51.10000000,0.00000000,50.00000000,0.14997987
51.10000000,0.00562060,50.00000000,0.14997880
51.10000000,0.01123240,50.00000000,0.14997561
51.10000000,0.01683539,50.00000000,0.14997031
51.10000000,0.02242954,50.00000000,0.14996290
51.10000000,0.02801485,50.00000000,0.14995340
51.10000000,0.03359130,50.00000000,0.14994181
51.10000000,0.03915888,50.00000000,0.14992815
51.10000000,0.04471757,50.00000000,0.14991242
51.10000000,0.05026736,50.00000000,0.14989464
51.10000000,0.05580823,50.00000000,0.14987481
51.10000000,0.06134018,50.00000000,0.14985293
51.10000000,0.06686318,50.00000000,0.14982903
51.10000000,0.07237722,50.00000000,0.14980311
51.10000000,0.07788229,50.00000000,0.14977518
51.10000000,0.08337837,50.00000000,0.14974524
51.10000000,0.08886544,50.00000000,0.14971331
51.10000000,0.09434351,50.00000000,0.14967940
51.10000000,0.09981253,50.00000000,0.14964351
51.10000000,0.10527251,50.00000000,0.14960565
51.10000000,0.11072343,50.00000000,0.14956583
51.10000000,0.11616528,50.00000000,0.14952405
51.10000000,0.12159802,50.00000000,0.14948034
51.10000000,0.12702167,50.00000000,0.14943469
51.10000000,0.13243618,50.00000000,0.14938711
51.10000000,0.13784156,50.00000000,0.14933761
51.10000000,0.14323779,50.00000000,0.14928620
51.10000000,0.14862485,50.00000000,0.14923289
51.10000000,0.15400272,50.00000000,0.14917768
51.10000000,0.15937139,50.00000000,0.14912058
51.10000000,0.16473084,50.00000000,0.14906161
51.10000000,0.17008106,50.00000000,0.14900076
51.10000000,0.17542204,50.00000000,0.14893805
51.10000000,0.18075375,50.00000000,0.14887348
51.10000000,0.18607617,50.00000000,0.14880706
51.10000000,0.19138931,50.00000000,0.14873879
51.10000000,0.19669312,50.00000000,0.14866869
51.10000000,0.20198761,50.00000000,0.14859676
51.10000000,0.20727276,50.00000000,0.14852302
51.10000000,0.21254854,50.00000000,0.14844745
51.10000000,0.21781494,50.00000000,0.14837008
51.10000000,0.22307194,50.00000000,0.14829091
51.10000000,0.22831953,50.00000000,0.14820995
51.10000000,0.23355770,50.00000000,0.14812720
51.10000000,0.23878641,50.00000000,0.14804268
51.10000000,0.24400566,50.00000000,0.14795637
51.10000000,0.24921543,50.00000000,0.14786831
51.10000000,0.25441571,50.00000000,0.14777848
51.10000000,0.25960647,50.00000000,0.14768690
51.10000000,0.26478769,50.00000000,0.14759358
51.10000000,0.26995936,50.00000000,0.14749851
51.10000000,0.27512147,50.00000000,0.14740171
51.10000000,0.28027399,50.00000000,0.14730319
51.10000000,0.28541690,50.00000000,0.14720294
51.10000000,0.29055020,50.00000000,0.14710098
51.10000000,0.29567385,50.00000000,0.14699731
51.10000000,0.30078784,50.00000000,0.14689194
51.10000000,0.30589216,50.00000000,0.14678487
51.10000000,0.31098679,50.00000000,0.14667611
51.10000000,0.31607170,50.00000000,0.14656567
51.10000000,0.32114688,50.00000000,0.14645354
51.10000000,0.32621230,50.00000000,0.14633975
51.10000000,0.33126796,50.00000000,0.14622429
51.10000000,0.33631383,50.00000000,0.14610716
51.10000000,0.34134990,50.00000000,0.14598838
51.10000000,0.34637613,50.00000000,0.14586795
51.10000000,0.35139252,50.00000000,0.14574588
51.10000000,0.35639905,50.00000000,0.14562217
51.10000000,0.36139569,50.00000000,0.14549682
51.10000000,0.36638243,50.00000000,0.14536985
51.10000000,0.37135924,50.00000000,0.14524125
51.10000000,0.37632611,50.00000000,0.14511104
51.10000000,0.38128302,50.00000000,0.14497921
51.10000000,0.38622994,50.00000000,0.14484578
51.10000000,0.39116686,50.00000000,0.14471074
51.10000000,0.39609375,50.00000000,0.14457411
51.10000000,0.40101060,50.00000000,0.14443588
51.10000000,0.40591738,50.00000000,0.14429607
51.10000000,0.41081408,50.00000000,0.14415467
51.10000000,0.41570067,50.00000000,0.14401170
51.10000000,0.42057714,50.00000000,0.14386716
51.10000000,0.42544345,50.00000000,0.14372105
51.10000000,0.43029960,50.00000000,0.14357337
51.10000000,0.43514555,50.00000000,0.14342414
51.10000000,0.43998129,50.00000000,0.14327335
51.10000000,0.44480680,50.00000000,0.14312102
51.10000000,0.44962205,50.00000000,0.14296713
51.10000000,0.45442702,50.00000000,0.14281171
51.10000000,0.45922169,50.00000000,0.14265475
51.10000000,0.46400604,50.00000000,0.14249626
51.10000000,0.46878005,50.00000000,0.14233624
51.10000000,0.47354369,50.00000000,0.14217470
51.10000000,0.47829694,50.00000000,0.14201164
51.10000000,0.48303977,50.00000000,0.14184707
51.10000000,0.48777217,50.00000000,0.14168098
51.10000000,0.49249412,50.00000000,0.14151338
51.10000000,0.49720558,50.00000000,0.14134429
51.10000000,0.50190653,50.00000000,0.14117369
51.10000000,0.50659696,50.00000000,0.14100159
51.10000000,0.51127684,50.00000000,0.14082801
51.10000000,0.51594614,50.00000000,0.14065293
51.10000000,0.52060484,50.00000000,0.14047638
51.10000000,0.52525291,50.00000000,0.14029833
51.10000000,0.52989034,50.00000000,0.14011882
51.10000000,0.53451709,50.00000000,0.13993782
51.10000000,0.53913315,50.00000000,0.13975536
51.10000000,0.54373848,50.00000000,0.13957143
51.10000000,0.54833307,50.00000000,0.13938603
51.10000000,0.55291688,50.00000000,0.13919917
51.10000000,0.55748990,50.00000000,0.13901085
51.10000000,0.56205209,50.00000000,0.13882108
51.10000000,0.56660343,50.00000000,0.13862986
51.10000000,0.57114390,50.00000000,0.13843718
51.10000000,0.57567346,50.00000000,0.13824306
51.10000000,0.58019210,50.00000000,0.13804750
51.10000000,0.58469978,50.00000000,0.13785049
51.10000000,0.58919648,50.00000000,0.13765205
51.10000000,0.59368218,50.00000000,0.13745216
51.10000000,0.59815683,50.00000000,0.13725085
51.10000000,0.60262043,50.00000000,0.13704810
51.10000000,0.60707294,50.00000000,0.13684393
51.10000000,0.61151433,50.00000000,0.13663833
51.10000000,0.61594457,50.00000000,0.13643130
51.10000000,0.62036364,50.00000000,0.13622286
51.10000000,0.62477151,50.00000000,0.13601299
51.10000000,0.62916815,50.00000000,0.13580170
51.10000000,0.63355353,50.00000000,0.13558900
51.10000000,0.63792762,50.00000000,0.13537488
51.10000000,0.64229040,50.00000000,0.13515935
51.10000000,0.64664183,50.00000000,0.13494241
51.10000000,0.65098188,50.00000000,0.13472406
51.10000000,0.65531052,50.00000000,0.13450431
51.10000000,0.65962773,50.00000000,0.13428314
